A000062,A000161,A000186,B000176,B000271,B000384,B000436,B000536,B000820,B000823,B001167,B001180,B001208,C000128,C000154,C000189,C000220,C000221,C000338,C000388,C000444,C000758,C000802,C001006,D000036,D000360,D000456,D000585,E000018,E000112,E000211,F000190,F000356,F000401,G000267,G000320,G000418,H000385,H000502,H000559,H000598,H000665,H000720,H000875,H000953,I000050,J000013,J000064,J000093,J000160,J000195,J000267,K000044,K000107,K000144,K000292,K000335,L000070,L000122,L000428,M000053,M000086,M000113,M000177,M000199,M000315,M000332,M000582,M000859,M001014,M001022,M001078,M001108,N000023,N000053,O000088,P000100,P000150,P000460,P000553,P000575,R000167,R000317,R000536,S000021,S000138,S000187,S000505,S000553,S000590,S000701,S000852,S001136,T000035,S096,T000259,W000190,W000465,W000518,Y000006,Y000047,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Present,Yea,Yea,Yea,Yea,Yea,Not Voting,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Nay,Present,Yea,Present,Yea,Yea,,Yea,Yea,Nay,Nay,Nay,Nay,Present,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Present,Present,Nay,Present,Yea,Not Voting,Yea,Yea,,Yea,Not Voting,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,1957-05-28,0,,Accepted,hr6659,None,,"An Act to extend and amend laws relating- to the provision and improvement of housing, to improve the availability of mortgage credit, and for other purposes",unknown
Present,Yea,Not Voting,Yea,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Present,Yea,Not Voting,,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Yea,Present,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Yea,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,1957-05-29,0,,unknown,hr6871,None,House Appropriations,"An Act making appropriations for the Departments of State and Justice, the judiciary, and related agencies for the fiscal year ending June 30, 1958, and for other purposes.",unknown
Present,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,,Nay,Yea,Nay,Present,Nay,Present,Nay,Nay,Nay,Nay,Yea,Present,Nay,Not Voting,Nay,Nay,,Nay,Not Voting,Yea,Yea,Yea,Yea,Present,Nay,Nay,,Yea,Yea,Nay,Nay,Nay,Present,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Nay,,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Nay,,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Present,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Present,1957-05-29,0,,Rejected,hr6659,None,,"An Act to extend and amend laws relating- to the provision and improvement of housing, to improve the availability of mortgage credit, and for other purposes",unknown
Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,,Yea,Not Voting,Yea,Yea,Present,Yea,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Present,Nay,,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Nay,,Nay,Present,Nay,Nay,Nay,Nay,Present,Nay,Nay,,Nay,Nay,Nay,Yea,Nay,Present,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Nay,,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Present,Nay,,Present,Nay,Nay,Nay,Present,Present,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Present,1957-05-29,0,,Rejected,hr6659,None,,"An Act to extend and amend laws relating- to the provision and improvement of housing, to improve the availability of mortgage credit, and for other purposes",unknown
Present,Yea,Yea,Yea,Nay,Yea,Nay,,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Yea,,Yea,Nay,Yea,Present,Nay,Present,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Nay,,Yea,Not Voting,Nay,Nay,Nay,Nay,Present,Nay,Nay,,Nay,Nay,Yea,Yea,Yea,Present,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Yea,,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Yea,,Present,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Present,1957-05-29,0,,Accepted,hr6659,None,,"An Act to extend and amend laws relating- to the provision and improvement of housing, to improve the availability of mortgage credit, and for other purposes",unknown
Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Present,Yea,,Yea,Yea,Yea,Present,Yea,Present,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Present,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,1957-05-29,0,,Passed,hr6659,None,,"An Act to extend and amend laws relating- to the provision and improvement of housing, to improve the availability of mortgage credit, and for other purposes",unknown
Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Present,Not Voting,Yea,Not Voting,Yea,Yea,,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Present,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Present,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,,Not Voting,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,1957-06-03,0,,unknown,hr6700,None,House Appropriations,"An Act making appropriations for the Department of Commerce and related agencies for the fiscal year ending June 30, 1958, and for other purposes.",unknown
Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,1957-06-06,0,,Ratified,,,,,unknown
Nay,Nay,Nay,Nay,Yea,Nay,Yea,,Nay,Present,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Present,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Yea,,Yea,Yea,Nay,Nay,Nay,Present,Nay,Yea,Nay,Present,Nay,Nay,Nay,,Present,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Present,Nay,Nay,Nay,Present,1957-06-11,0,,Rejected,hr6500,None,House Appropriations,"An Act making appropriations for the government of the District of Columbia and other activities chargeable in whole or in part against the revenues of said District for the fiscal yea; ending June 30, 1958, and for other purposes.",unknown
Nay,Nay,Nay,Nay,Yea,Nay,Yea,,Nay,Present,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Not Voting,Yea,Nay,Yea,Yea,Nay,Nay,Yea,,Yea,Yea,Nay,Nay,Yea,Present,Nay,Yea,Yea,Present,Yea,Nay,Nay,,Present,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Present,Nay,Nay,Yea,Present,1957-06-11,0,,Rejected,hr6500,None,House Appropriations,"An Act making appropriations for the government of the District of Columbia and other activities chargeable in whole or in part against the revenues of said District for the fiscal yea; ending June 30, 1958, and for other purposes.",unknown
Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Present,1957-06-11,0,,Passed,hr6500,None,House Appropriations,"An Act making appropriations for the government of the District of Columbia and other activities chargeable in whole or in part against the revenues of said District for the fiscal yea; ending June 30, 1958, and for other purposes.",unknown
Yea,Yea,Nay,Yea,Yea,Yea,Nay,,Yea,Present,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Yea,Nay,,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Nay,Nay,,Present,Nay,Nay,Yea,Yea,Present,Nay,Nay,Nay,Present,Nay,Nay,Yea,,Not Voting,Nay,Nay,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Present,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Present,1957-06-11,0,,Adopted,hr7441,None,House Appropriations,"An Act making appropriations for the Department of Agriculture and Farm Credit Administration for the fiscal year ending June 30, 1958, and for other purposes.",unknown
Nay,Nay,Yea,Yea,Nay,Nay,Yea,,Nay,Present,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Present,Nay,Present,Nay,,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Present,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Yea,,Not Voting,Yea,Yea,Nay,Nay,Present,Yea,Nay,Nay,Present,Yea,Not Voting,Nay,,Present,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Nay,,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Present,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Present,1957-06-11,0,,Rejected,hr7441,None,House Appropriations,"An Act making appropriations for the Department of Agriculture and Farm Credit Administration for the fiscal year ending June 30, 1958, and for other purposes.",unknown
Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Present,Present,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Present,Nay,,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Not Voting,Nay,Nay,Nay,Nay,Present,Yea,Nay,Nay,Present,Nay,Not Voting,Nay,,Present,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Present,1957-06-11,0,,Rejected,hr7441,None,House Appropriations,"An Act making appropriations for the Department of Agriculture and Farm Credit Administration for the fiscal year ending June 30, 1958, and for other purposes.",unknown
Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Not Voting,Present,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Present,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,1957-06-11,0,,Passed,hr7441,None,House Appropriations,"An Act making appropriations for the Department of Agriculture and Farm Credit Administration for the fiscal year ending June 30, 1958, and for other purposes.",unknown
Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Present,1957-06-12,0,,Passed,hr6070,None,House Appropriations,"An Act making appropriations for sundry independent executive bureaus, boards, commissions, corporations, agencies, and offices, for the fiscal year ending June 30, 1958, and for other purposes.",unknown
Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Not Voting,Present,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Present,1957-06-12,0,,Passed,hr6287,None,House Appropriations,"An Act making appropriations for the Departments of Labor, and Health, Education, and Welfare, and related agencies, for the fiscal year ending June 30, 1958, and for other purposes.",unknown
Nay,Nay,Yea,Yea,Nay,Nay,Yea,,Yea,Present,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Nay,,Yea,Nay,Present,Yea,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Not Voting,1957-06-14,0,,Rejected,s2130,None,Senate Foreign Relations,"An Act to amend further the Mutual Security Act of 1954, as amended, and for other purposes.",unknown
Nay,Nay,Yea,Yea,Nay,Nay,Yea,,Yea,Present,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,,Yea,Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Nay,,Yea,Nay,Present,Yea,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,1957-06-14,0,,Rejected,s2130,None,Senate Foreign Relations,"An Act to amend further the Mutual Security Act of 1954, as amended, and for other purposes.",unknown
Nay,Nay,Yea,Nay,Nay,Nay,Yea,,Nay,Present,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Nay,,Yea,Nay,Present,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Nay,,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Present,Yea,1957-06-14,0,,Rejected,s2130,None,Senate Foreign Relations,"An Act to amend further the Mutual Security Act of 1954, as amended, and for other purposes.",unknown
Nay,Nay,Yea,Nay,Nay,Nay,Yea,,Nay,Present,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Nay,,Yea,Nay,Present,Yea,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Nay,,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Present,Yea,1957-06-14,0,,Rejected,s2130,None,Senate Foreign Relations,"An Act to amend further the Mutual Security Act of 1954, as amended, and for other purposes.",unknown
Nay,Nay,Yea,Yea,Nay,Nay,Yea,,Yea,Present,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Nay,,Yea,Nay,Present,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Present,Yea,1957-06-14,0,,Rejected,s2130,None,Senate Foreign Relations,"An Act to amend further the Mutual Security Act of 1954, as amended, and for other purposes.",unknown
Nay,Nay,Yea,Nay,Nay,Nay,Yea,,Nay,Present,Nay,Present,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Present,Yea,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Nay,Nay,Nay,,Present,Nay,Present,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Present,Yea,1957-06-14,0,,Rejected,s2130,None,Senate Foreign Relations,"An Act to amend further the Mutual Security Act of 1954, as amended, and for other purposes.",unknown
Nay,Nay,Yea,Yea,Nay,Nay,Yea,,Nay,Present,Nay,Present,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,,Yea,Nay,Yea,Nay,Nay,Present,Nay,Yea,Yea,Yea,Yea,Nay,Nay,,Yea,Nay,Present,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Present,Nay,1957-06-14,0,,Rejected,s2130,None,Senate Foreign Relations,"An Act to amend further the Mutual Security Act of 1954, as amended, and for other purposes.",unknown
Yea,Yea,Yea,Nay,Yea,Yea,Nay,,Nay,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,,Yea,Yea,Nay,Nay,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Yea,,Nay,Yea,Present,Nay,Yea,Yea,Yea,Present,Yea,Nay,Yea,Not Voting,Not Voting,,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,1957-06-14,0,,Passed,s2130,None,Senate Foreign Relations,"An Act to amend further the Mutual Security Act of 1954, as amended, and for other purposes.",unknown
Nay,Nay,Nay,Nay,Nay,Yea,Yea,,Yea,Present,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Present,Nay,Nay,Nay,Yea,Yea,,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,,Not Voting,Nay,Nay,Nay,Nay,Present,Nay,Nay,Yea,Yea,Nay,Yea,Nay,,Yea,Nay,Present,Nay,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,1957-06-18,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,Yea,Yea,Nay,,Nay,Present,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Nay,,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Not Voting,Yea,Nay,Yea,Yea,Present,Yea,Yea,Yea,Nay,Yea,Nay,Yea,,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,1957-06-18,0,,unknown,,,,,unknown
Nay,Nay,Yea,Nay,Nay,Nay,Yea,,Nay,Present,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,,Yea,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,,Yea,Nay,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Nay,,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,1957-06-20,0,,unknown,hr6127,None,House Judiciary,An Act to provide means of further securing and protecting the civil rights of persons within the jurisdiction of the United States.,unknown
